pair_id,time_sec,top2_margin,status,error
0,4.946074999999837,0.010415256023406982,ok,
1,4.978517100000317,0.00024574995040893555,ok,
2,4.8809217999987595,0.012972772121429443,ok,
3,4.506698900000629,0.007354140281677246,ok,
4,4.656489200002397,0.015222907066345215,ok,
5,4.635046000003058,0.0036893486976623535,ok,
6,4.519574599999032,0.0005502104759216309,ok,
7,5.121306099998037,0.01664555072784424,ok,
8,5.07856399999946,0.00011473894119262695,ok,
9,4.979473600000347,0.006416916847229004,ok,
10,5.240299400000367,0.00536954402923584,ok,
11,5.262581500002852,3.2007694244384766e-05,ok,
12,4.973675100001856,0.002987504005432129,ok,
13,5.085362299996632,0.006456494331359863,ok,
14,5.336544100002357,0.000563502311706543,ok,
15,4.926313300002221,0.012882709503173828,ok,
16,4.901111499999388,0.0036169886589050293,ok,
17,5.050302100000408,8.344650268554688e-07,ok,
18,4.937254500000563,0.0007184743881225586,ok,
19,4.8770010999978695,0.01359856128692627,ok,
20,4.931991599998582,0.006736695766448975,ok,
21,5.003175100002409,0.00020873546600341797,ok,
22,4.991832499999873,0.011098861694335938,ok,
23,5.044067200000427,0.010341763496398926,ok,
24,5.062044700000115,0.007307767868041992,ok,
25,5.218884899997647,0.0003695487976074219,ok,
26,5.253930200000468,0.0008614063262939453,ok,
27,5.373792400001548,0.0012375116348266602,ok,
28,5.06158090000099,0.01141667366027832,ok,
29,5.211000300001615,0.0008713603019714355,ok,
30,5.099843900003179,0.0002891421318054199,ok,
31,5.129069200000231,0.002115309238433838,ok,
32,5.199516799999401,0.0006586909294128418,ok,
33,5.157509500000742,0.0008727312088012695,ok,
34,5.181522999999288,0.007559537887573242,ok,
35,5.392716599999403,0.00615614652633667,ok,
36,5.124951499998133,0.007118582725524902,ok,
37,5.4214229000026535,0.0023012757301330566,ok,
38,5.26328569999896,5.555152893066406e-05,ok,
39,5.413815500000055,2.384185791015625e-05,ok,
40,5.080571499998769,0.0007360577583312988,ok,
41,5.056449100000464,0.00041812658309936523,ok,
42,5.234766600002331,0.0006650090217590332,ok,
43,5.0874377000000095,0.0011299848556518555,ok,
44,5.166526499997417,0.0014365315437316895,ok,
45,5.156716500001494,0.00039637088775634766,ok,
46,5.189858899997489,0.002087533473968506,ok,
47,5.061079900002369,0.0007239580154418945,ok,
48,5.362255899999582,0.001967012882232666,ok,
49,5.106670200002554,0.0015687346458435059,ok,
50,5.058978900000511,0.000164031982421875,ok,
51,5.074452199998632,0.0006359219551086426,ok,
52,5.000553099998797,0.0008307099342346191,ok,
53,5.141925900003116,0.002977132797241211,ok,
54,5.219772899999953,0.0009714961051940918,ok,
55,5.177114199999778,0.0001710653305053711,ok,
56,5.295290500002011,0.00039321184158325195,ok,
57,4.953607099996589,0.012474358081817627,ok,
58,5.067166799999541,0.0008645057678222656,ok,
59,5.274697600001673,0.00040781497955322266,ok,
60,4.928502499999013,0.00020176172256469727,ok,
61,5.035041600000113,0.0027991533279418945,ok,
62,4.991706699998758,0.00033080577850341797,ok,
63,4.9077665000004345,0.00028502941131591797,ok,
64,5.076415999999881,2.682209014892578e-06,ok,
65,4.999769000001834,0.00027930736541748047,ok,
66,5.273231700000906,0.0006244778633117676,ok,
67,5.359936899996683,7.331371307373047e-06,ok,
68,5.293268199999147,0.00021439790725708008,ok,
69,5.3662853999994695,0.0007138848304748535,ok,
70,5.1713124999987485,0.001238107681274414,ok,
71,5.267120000000432,0.0001252293586730957,ok,
72,5.455764600003022,0.00035113096237182617,ok,
73,5.5398336999969615,7.027387619018555e-05,ok,
74,5.101818499999354,0.001377403736114502,ok,
75,5.125062600000092,3.0994415283203125e-06,ok,
76,4.763180199999624,0.00037723779678344727,ok,
77,4.919569499998033,9.196996688842773e-05,ok,
78,5.004014699999971,3.445148468017578e-05,ok,
79,4.896590600001218,0.0007044076919555664,ok,
