pair_id,time_sec,top2_margin,status,error
0,4.206191699999181,0.010415256023406982,ok,
1,4.22568919999685,0.00024574995040893555,ok,
2,4.008371399999305,0.012972772121429443,ok,
3,4.229149599999801,0.007354140281677246,ok,
4,4.3055851999997685,0.015222907066345215,ok,
5,4.569561500000418,0.0036893486976623535,ok,
6,4.541662100000394,0.0005502104759216309,ok,
7,4.5126095000014175,0.01664555072784424,ok,
8,4.3663946999986365,0.00011473894119262695,ok,
9,4.369021899998188,0.006416916847229004,ok,
10,4.655776600000536,0.00536954402923584,ok,
11,4.451253400002315,3.2007694244384766e-05,ok,
12,4.723307800002658,0.002987504005432129,ok,
13,4.282017400000768,0.006456494331359863,ok,
14,4.615592599999218,0.000563502311706543,ok,
15,4.635430599999381,0.012882709503173828,ok,
16,4.563657700000476,0.0036169886589050293,ok,
17,4.801863700002286,8.344650268554688e-07,ok,
18,4.447024999997666,0.0007184743881225586,ok,
19,4.568524900001648,0.01359856128692627,ok,
20,4.579377300000488,0.006736695766448975,ok,
21,4.51980790000016,0.00020873546600341797,ok,
22,4.476995000000898,0.011098861694335938,ok,
23,4.438898799999151,0.010341763496398926,ok,
24,4.429742600001191,0.007307767868041992,ok,
25,4.529395199999271,0.0003695487976074219,ok,
26,4.375027400001272,0.0008614063262939453,ok,
27,4.382858299999498,0.0012375116348266602,ok,
28,4.438106099998549,0.01141667366027832,ok,
29,4.238100399998075,0.0008713603019714355,ok,
30,4.221984700001485,0.0002891421318054199,ok,
31,4.3636348,0.002115309238433838,ok,
32,4.559988099998009,0.0006586909294128418,ok,
33,4.124740400002338,0.0008727312088012695,ok,
34,4.2726576999993995,0.007559537887573242,ok,
35,4.401756999999634,0.00615614652633667,ok,
36,4.449111399997491,0.007118582725524902,ok,
37,4.033446299999923,0.0023012757301330566,ok,
38,4.291334800000186,5.555152893066406e-05,ok,
39,4.353917799999181,2.384185791015625e-05,ok,
40,4.501315999998042,0.0007360577583312988,ok,
41,4.534234999999171,0.00041812658309936523,ok,
42,4.6202613999994355,0.0006650090217590332,ok,
43,4.4842992999983835,0.0011299848556518555,ok,
44,4.395228099998349,0.0014365315437316895,ok,
45,4.747412299999269,0.00039637088775634766,ok,
46,4.538925600001676,0.002087533473968506,ok,
47,4.2273445000028005,0.0007239580154418945,ok,
48,4.2771906000016315,0.001967012882232666,ok,
49,4.301978699997562,0.0015687346458435059,ok,
50,4.419453799997427,0.000164031982421875,ok,
51,4.1966654999996535,0.0006359219551086426,ok,
52,4.304778099998657,0.0008307099342346191,ok,
53,4.43801220000023,0.002977132797241211,ok,
54,4.963040300001012,0.0009714961051940918,ok,
55,7.081948700000794,0.0001710653305053711,ok,
56,57.89600060000157,0.00039321184158325195,ok,
57,3.011872000002768,0.012474358081817627,ok,
58,3.8243316000007326,0.0008645057678222656,ok,
59,4.66791910000029,0.00040781497955322266,ok,
60,4.257054899997456,0.00020176172256469727,ok,
61,4.454043699999602,0.0027991533279418945,ok,
62,4.662677000000258,0.00033080577850341797,ok,
63,4.608280899999954,0.00028502941131591797,ok,
64,4.756908300001669,2.682209014892578e-06,ok,
65,4.476220699998521,0.00027930736541748047,ok,
66,4.817109200001141,0.0006244778633117676,ok,
67,4.593155800001114,7.331371307373047e-06,ok,
68,4.544229500002984,0.00021439790725708008,ok,
69,4.655939899999794,0.0007138848304748535,ok,
70,4.568226999999752,0.001238107681274414,ok,
71,4.669647899998381,0.0001252293586730957,ok,
72,4.368947499999194,0.00035113096237182617,ok,
73,4.075594800000545,7.027387619018555e-05,ok,
74,4.082723600000463,0.001377403736114502,ok,
75,4.495241399999941,3.0994415283203125e-06,ok,
76,4.1783690999982355,0.00037723779678344727,ok,
77,6.268190999999206,9.196996688842773e-05,ok,
78,6.51779340000212,3.445148468017578e-05,ok,
79,5.349045999999362,0.0007044076919555664,ok,
