pair_id,architecture,add_marker,gt_x,gt_y,pred_x,pred_y,dx,dy,pixel_error,ncc_score,ambiguity_ratio,confidence,time_sec
0,dram,False,699.7,656.5,520,252,-179.70000000000005,-404.5,442.61985947311496,0.9030150771141052,0.9997600829653692,LOW,2.84417724609375
1,finfet,False,403.8,142.6,644,446,240.2,303.4,386.9723504334644,0.9318936467170715,0.9999486549712538,LOW,2.733485698699951
2,dram,True,395.8,914.8,396,915,0.19999999999998863,0.20000000000004547,0.28284271247464315,0.9299938082695007,0.9860620339791037,HIGH,2.728933811187744
3,finfet,True,216.7,493.8,217,494,0.30000000000001137,0.19999999999998863,0.36055512754640207,0.9498238563537598,0.9816814764612122,HIGH,2.7801218032836914
4,dram,True,438.4,284.8,438,285,-0.39999999999997726,0.19999999999998863,0.44721359549993256,0.9357476234436035,0.9855531223167491,HIGH,2.669738531112671
5,finfet,True,739.6,522.9,740,523,0.39999999999997726,0.10000000000002274,0.4123105625617495,0.898305356502533,0.9852931409018727,HIGH,2.608433485031128
6,dram,True,603.2,625.9,603,626,-0.20000000000004547,0.10000000000002274,0.2236067977500298,0.9106148481369019,0.9903211777884746,HIGH,2.6149635314941406
7,finfet,True,188.8,94.2,189,94,0.19999999999998863,-0.20000000000000284,0.282842712474613,0.8949598073959351,0.9820538671698457,HIGH,2.8913633823394775
8,dram,True,924.3,206.2,924,206,-0.2999999999999545,-0.19999999999998863,0.36055512754635477,0.9092903137207031,0.982889358232123,HIGH,2.5238606929779053
9,finfet,True,843.9,479.2,844,479,0.10000000000002274,-0.19999999999998863,0.22360679774997896,0.9273005127906799,0.9844788896637195,HIGH,2.831730842590332
10,dram,True,143.2,875.2,143,875,-0.19999999999998863,-0.20000000000004547,0.28284271247464315,0.90843266248703,0.9872308004522808,HIGH,1.9866116046905518
11,finfet,True,331.0,606.5,331,607,0.0,0.5,0.5,0.9472416639328003,0.9854163187469883,HIGH,2.4910333156585693
12,dram,False,142.5,181.2,548,571,405.5,389.8,562.4715903936839,0.8932182192802429,0.999886615923513,LOW,2.7958297729492188
13,finfet,False,775.3,659.3,631,326,-144.29999999999995,-333.29999999999995,363.19606275398957,0.9250751733779907,0.9998547053495364,LOW,2.9486939907073975
14,dram,True,374.7,182.6,375,183,0.30000000000001137,0.4000000000000057,0.5000000000000113,0.8871334195137024,0.985557621733248,HIGH,3.1176695823669434
15,finfet,True,932.2,92.0,932,92,-0.20000000000004547,0.0,0.20000000000004547,0.9010085463523865,0.98532568734055,HIGH,3.1857895851135254
16,dram,True,618.0,911.5,618,912,0.0,0.5,0.5,0.9147652387619019,0.9899619566131026,HIGH,2.920140027999878
17,finfet,True,360.5,234.6,361,235,0.5,0.4000000000000057,0.6403124237432885,0.8940544724464417,0.9871136475986758,HIGH,2.792557954788208
18,dram,True,75.0,320.6,75,321,0.0,0.39999999999997726,0.39999999999997726,0.9022325873374939,0.9869133486657914,HIGH,2.953468084335327
19,finfet,True,783.9,551.2,784,551,0.10000000000002274,-0.20000000000004547,0.2236067977500298,0.9433010816574097,0.9826499690445436,HIGH,2.260272264480591
20,dram,True,792.1,542.5,792,543,-0.10000000000002274,0.5,0.509901951359283,0.9103085398674011,0.9858933505268279,HIGH,2.3950281143188477
21,finfet,True,402.3,300.5,402,301,-0.30000000000001137,0.5,0.5830951894845359,0.9500507712364197,0.9837230923721613,HIGH,3.0375382900238037
