pair_id,architecture,add_marker,gt_x,gt_y,pred_x,pred_y,dx,dy,pixel_error,ncc_score,ambiguity_ratio,confidence,time_sec
0,dram,False,442.2,411.3,507,640,64.80000000000001,228.7,237.70302900888746,0.9554761052131653,0.99974361277109,LOW,3.4624996185302734
1,finfet,False,210.7,797.0,439,861,228.3,64.0,237.1010122289654,0.920271635055542,0.9999305430587724,LOW,3.1223201751708984
2,dram,True,812.1,549.0,812,549,-0.10000000000002274,0.0,0.10000000000002274,0.9468450546264648,0.9864114423385866,HIGH,2.993479013442993
3,finfet,True,623.7,303.6,624,304,0.2999999999999545,0.39999999999997726,0.49999999999995454,0.8985540866851807,0.9829073322633225,HIGH,3.0389959812164307
4,dram,True,904.8,347.7,905,348,0.20000000000004547,0.30000000000001137,0.3605551275464336,0.8924722075462341,0.9819386625396483,HIGH,3.308983325958252
5,finfet,True,791.3,826.0,792,826,0.7000000000000455,0.0,0.7000000000000455,0.8756872415542603,0.9886145097666054,HIGH,3.197563409805298
6,dram,True,195.7,671.6,196,672,0.30000000000001137,0.39999999999997726,0.4999999999999886,0.8948727250099182,0.9864373819435384,HIGH,3.5179033279418945
7,finfet,True,299.8,932.0,300,932,0.19999999999998863,0.0,0.19999999999998863,0.9271026849746704,0.9842283133522376,HIGH,3.3703114986419678
8,dram,True,674.7,512.7,675,513,0.2999999999999545,0.2999999999999545,0.4242640687118642,0.9032197594642639,0.9874966286695369,HIGH,3.328148603439331
9,finfet,True,212.8,179.4,213,179,0.19999999999998863,-0.4000000000000057,0.4472135954999579,0.9112990498542786,0.984344166067491,HIGH,3.229489803314209
10,dram,True,843.6,879.9,844,880,0.39999999999997726,0.10000000000002274,0.4123105625617495,0.8922727704048157,0.9904890728721217,HIGH,3.367802619934082
11,finfet,True,295.1,909.7,295,910,-0.10000000000002274,0.2999999999999545,0.31622776601680197,0.9206607937812805,0.9868403887706464,HIGH,3.4371750354766846
12,dram,False,518.6,114.6,684,790,165.39999999999998,675.4,695.357692126865,0.8798132538795471,0.9997633576963186,LOW,3.4139232635498047
13,finfet,False,525.0,829.0,621,439,96.0,-390.0,401.64163130830946,0.9271150827407837,0.9996595820735085,LOW,3.4310600757598877
14,dram,True,675.6,922.1,676,922,0.39999999999997726,-0.10000000000002274,0.4123105625617495,0.9007082581520081,0.9859669307436377,HIGH,3.3989205360412598
15,finfet,True,99.8,681.9,100,682,0.20000000000000284,0.10000000000002274,0.22360679774999168,0.9121172428131104,0.9818030544499473,HIGH,3.1644864082336426
16,dram,True,578.1,113.9,578,114,-0.10000000000002274,0.09999999999999432,0.14142135623732158,0.9251294732093811,0.9808566366153114,HIGH,3.151160955429077
17,finfet,True,762.8,301.5,763,302,0.20000000000004547,0.5,0.5385164807134672,0.9060248136520386,0.9856179773211196,HIGH,3.2818264961242676
18,dram,True,737.0,784.2,737,784,0.0,-0.20000000000004547,0.20000000000004547,0.9188874363899231,0.980993705734685,HIGH,3.3569107055664062
19,finfet,True,513.0,931.5,513,931,0.0,-0.5,0.5,0.920532763004303,0.9851229382172739,HIGH,3.41626238822937
20,dram,True,116.6,443.7,117,444,0.4000000000000057,0.30000000000001137,0.5000000000000113,0.8813932538032532,0.9819385182918479,HIGH,3.441049337387085
21,finfet,True,343.5,487.0,344,487,0.5,0.0,0.5,0.8871402740478516,0.98737602581716,HIGH,3.367602586746216
22,dram,True,196.5,926.4,197,926,0.5,-0.39999999999997726,0.6403124237432707,0.8967036604881287,0.9886507689246966,HIGH,3.381686210632324
23,finfet,True,629.2,173.0,629,173,-0.20000000000004547,0.0,0.20000000000004547,0.9060471057891846,0.9847087168510806,HIGH,3.3688316345214844
24,dram,False,453.5,301.5,469,437,15.5,135.5,136.38365004647736,0.8967084288597107,0.9998516726303307,LOW,3.3119077682495117
25,finfet,False,696.1,139.4,396,540,-300.1,400.6,500.54007831541327,0.9140530228614807,0.9990356400821699,LOW,3.2519240379333496
26,dram,True,343.0,340.7,343,341,0.0,0.30000000000001137,0.30000000000001137,0.9335802793502808,0.9814210389687004,HIGH,3.2877426147460938
27,finfet,True,910.8,97.5,911,98,0.20000000000004547,0.5,0.5385164807134672,0.8847342729568481,0.9860454944959294,HIGH,3.3106961250305176
28,dram,True,883.5,770.5,883,771,-0.5,0.5,0.7071067811865476,0.8776928782463074,0.9928763145029254,HIGH,3.3291819095611572
29,finfet,True,404.7,678.8,405,679,0.30000000000001137,0.20000000000004547,0.3605551275464336,0.8715710639953613,0.9821158928929975,HIGH,3.158191204071045
30,dram,True,436.2,440.6,436,441,-0.19999999999998863,0.39999999999997726,0.44721359549993256,0.9075798392295837,0.9855148826765261,HIGH,3.1189119815826416
31,finfet,True,812.3,80.7,812,81,-0.2999999999999545,0.29999999999999716,0.42426406871189437,0.8789219856262207,0.9829642710632781,HIGH,3.083839178085327
32,dram,True,557.7,281.5,558,282,0.2999999999999545,0.5,0.5830951894845067,0.8822885155677795,0.9932942381764511,HIGH,3.1420838832855225
33,finfet,True,311.4,306.2,311,306,-0.39999999999997726,-0.19999999999998863,0.44721359549993256,0.8539226055145264,0.9798159264085351,HIGH,3.056912899017334
34,dram,True,339.3,193.7,339,194,-0.30000000000001137,0.30000000000001137,0.4242640687119446,0.8976219296455383,0.9830656823021227,HIGH,3.0688631534576416
35,finfet,True,692.0,81.1,692,81,0.0,-0.09999999999999432,0.09999999999999432,0.9322974681854248,0.9829557616360116,HIGH,3.0424084663391113
36,dram,False,565.6,920.8,491,441,-74.60000000000002,-479.79999999999995,485.56482574420477,0.9196822643280029,0.9996512165192147,LOW,3.122532606124878
37,finfet,False,943.9,786.7,476,411,-467.9,-375.70000000000005,600.0674128795864,0.9551453590393066,0.999886580013714,LOW,3.3025949001312256
38,dram,True,712.2,874.4,712,874,-0.20000000000004547,-0.39999999999997726,0.4472135954999579,0.8950427770614624,0.9874281498683499,HIGH,3.2528743743896484
39,finfet,True,619.6,465.3,620,465,0.39999999999997726,-0.30000000000001137,0.4999999999999886,0.8826445937156677,0.9874945823516307,HIGH,3.116816759109497
40,dram,True,850.8,586.8,851,587,0.20000000000004547,0.20000000000004547,0.2828427124746833,0.9490501284599304,0.9874554865061647,HIGH,3.3177361488342285
41,finfet,True,544.7,521.5,545,521,0.2999999999999545,-0.5,0.5830951894845067,0.9124386310577393,0.9875052422952957,HIGH,3.237210750579834
42,dram,True,907.7,592.2,908,592,0.2999999999999545,-0.20000000000004547,0.3605551275463863,0.9115812182426453,0.9841025253502124,HIGH,3.056769609451294
43,finfet,True,685.9,490.2,686,490,0.10000000000002274,-0.19999999999998863,0.22360679774997896,0.9449050426483154,0.9828819704386762,HIGH,3.337108850479126
44,dram,True,392.0,679.9,392,680,0.0,0.10000000000002274,0.10000000000002274,0.9580930471420288,0.9808955182282293,HIGH,3.280433177947998
45,finfet,True,470.5,782.2,471,782,0.5,-0.20000000000004547,0.5385164807134672,0.8764658570289612,0.987144820855053,HIGH,3.3525283336639404
46,dram,True,858.4,603.1,858,603,-0.39999999999997726,-0.10000000000002274,0.4123105625617495,0.9057712554931641,0.9840292254966992,HIGH,3.327749490737915
47,finfet,True,135.2,261.3,135,261,-0.19999999999998863,-0.30000000000001137,0.36055512754640207,0.8954051733016968,0.9825380834468194,HIGH,3.2939908504486084
48,dram,False,519.1,187.2,609,622,89.89999999999998,434.8,443.99667791549973,0.9303193092346191,0.9996812481086715,LOW,3.3699851036071777
49,finfet,False,83.7,191.2,516,571,432.3,379.8,575.4401185179914,0.918602466583252,0.9998099142279298,LOW,3.230382204055786
50,dram,True,351.7,321.3,352,321,0.30000000000001137,-0.30000000000001137,0.4242640687119446,0.8951817154884338,0.9832006283917397,HIGH,3.2902028560638428
51,finfet,True,754.9,875.6,755,876,0.10000000000002274,0.39999999999997726,0.4123105625617495,0.8851574063301086,0.9827944920557097,HIGH,3.473655939102173
52,dram,True,253.7,368.8,254,369,0.30000000000001137,0.19999999999998863,0.36055512754640207,0.892838716506958,0.9826949076822302,HIGH,3.2388916015625
53,finfet,True,65.9,490.3,66,490,0.09999999999999432,-0.30000000000001137,0.31622776601684693,0.902006208896637,0.9849811866700878,HIGH,3.2603676319122314
54,dram,True,216.1,925.1,216,925,-0.09999999999999432,-0.10000000000002274,0.14142135623732158,0.9134575724601746,0.9849409553825298,HIGH,3.2000234127044678
55,finfet,True,52.6,788.0,53,788,0.3999999999999986,0.0,0.3999999999999986,0.9083424210548401,0.9848220970077871,HIGH,3.3311188220977783
56,dram,True,106.0,734.7,106,735,0.0,0.2999999999999545,0.2999999999999545,0.9225451946258545,0.9826911422468655,HIGH,3.2006263732910156
57,finfet,True,182.9,614.8,183,615,0.09999999999999432,0.20000000000004547,0.2236067977500171,0.9309872388839722,0.9835812241899067,HIGH,3.317145586013794
58,dram,True,530.9,754.3,531,754,0.10000000000002274,-0.2999999999999545,0.31622776601680197,0.9626350998878479,0.981059776028203,HIGH,3.244328737258911
59,finfet,True,820.6,637.2,821,637,0.39999999999997726,-0.20000000000004547,0.4472135954999579,0.8908743262290955,0.9846049792220745,HIGH,3.3844058513641357
